Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,,20631,21736,22646,23556,24922,25997,
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,,916.2,965.2,1005.6,1046,1106.7,1154.4,
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,,10138,10682,11135,11594,12264,12856,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,,10493,11054,11511,11962,12658,13141,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,,31,31.2,31.4,31.7,32.2,32.6,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,,31.9,32.1,32.3,32.7,33,33.5,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,,31.5,31.7,31.9,32.2,32.6,33,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,,13530,14257,14848,15395,16363,17274,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,,65.6,65.6,65.6,65.4,65.7,66.4,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,,1053,1095,1116,1159,1222,1230,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,,886,946,1010,1054,1087,1105,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,,738,814,845,883,899,920,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,,564,597,645,671,723,790,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,,677,688,684,712,710,703,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,,936,949,949,956,992,1066,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,,930,1012,1081,1105,1189,1234,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,,858,907,952,997,1115,1210,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,,671,733,802,866,937,1019,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,,606,606,612,653,701,745,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,,482,532,580,601,609,662,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,,453,454,446,465,517,512,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,,343,360,384,393,424,470,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,,321,333,335,341,344,338,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,,266,281,286,302,286,299,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,,164,179,197,206,264,277,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,,109,112,118,122,129,147,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,,81,84,93,108,116,129,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,,10.4,10.3,10,10,10,9.6,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,,8.7,8.9,9.1,9.1,8.9,8.6,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,,7.3,7.6,7.6,7.6,7.3,7.2,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,,5.6,5.6,5.8,5.8,5.9,6.1,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,,,6.7,6.4,6.1,6.1,5.8,5.5,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,,,9.2,8.9,8.5,8.2,8.1,8.3,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,,,9.2,9.5,9.7,9.5,9.7,9.6,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,,,8.5,8.5,8.5,8.6,9.1,9.4,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,,,6.6,6.9,7.2,7.5,7.6,7.9,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,,,6,5.7,5.5,5.6,5.7,5.8,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,,,4.8,5,5.2,5.2,5,5.1,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,,,4.5,4.3,4,4,4.2,4,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,,,3.4,3.4,3.4,3.4,3.5,3.7,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,,,3.2,3.1,3,2.9,2.8,2.6,
ERP_M_35,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (%),,,,,2.6,2.6,2.6,2.6,2.3,2.3,
ERP_M_36,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (%),,,,,1.6,1.7,1.8,1.8,2.2,2.2,
ERP_M_37,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (%),,,,,1.1,1,1.1,1.1,1.1,1.1,
ERP_M_38,Estimated resident population - Males - year ended 30 June,Males - 85 and over (%),,,,,0.8,0.8,0.8,0.9,0.9,1,
ERP_F_2,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (no.),,,,,929,958,998,1027,1081,1063,
ERP_F_3,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (no.),,,,,848,870,883,925,979,990,
ERP_F_4,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (no.),,,,,613,677,734,789,838,858,
ERP_F_5,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (no.),,,,,586,612,617,621,655,718,
ERP_F_6,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (no.),,,,,811,853,858,864,851,781,
ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,,,1033,1091,1131,1122,1164,1254,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,,,1025,1090,1157,1202,1304,1303,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,,,844,902,950,1039,1151,1236,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,,,655,713,755,795,833,964,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,,,647,676,693,700,721,733,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,,,540,550,585,624,685,722,
