Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,,17824,17714,17718,17699,17683,17666,
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,,1158.1,1150.9,1151.2,1150,1148.9,1147.8,
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,,8330,8325,8326,8335,8298,8351,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,,9494,9389,9392,9364,9385,9315,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,,38.8,39.3,39.9,40.6,41,40.4,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,,43.5,44.1,44.8,45.4,45.6,45.8,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,,41.5,42,42.6,43.2,43.5,43.3,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,,10324,10233,10194,10152,10124,10133,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,,57.9,57.8,57.5,57.4,57.3,57.4,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,,525,508,463,449,451,449,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,,626,593,590,550,557,550,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,,584,608,628,643,629,651,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,,583,591,570,578,577,622,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,,500,473,478,489,489,492,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,,520,506,490,440,417,431,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,,466,475,477,491,482,511,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,,451,471,477,476,452,433,
