Measure Code,Parent Description,Description,2011,2016,2017,2018,2019,2020,2021,2022,2023,2024
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,12020,13238,14405,15214,16109,16933,
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,782.7,862,938,990.7,1049,1102.6,
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,5894,6476,7039,7430,7834,8248,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,6126,6762,7366,7784,8275,8685,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,30.2,30.4,30.6,31.1,31.9,32.4,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,31.1,31.3,31.6,32,32.4,33,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,30.6,30.9,31.1,31.6,32.1,32.7,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,7889,8677,9475,10060,10723,11350,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,65.6,65.5,65.8,66.1,66.6,67,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,642,714,747,741,734,720,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,588,664,751,800,813,796,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,527,579,618,666,669,713,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,391,432,476,487,552,612,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,353,354,380,433,451,481,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,424,446,468,448,456,483,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,553,592,625,637,688,707,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,577,667,741,821,838,847,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,486,545,619,669,756,823,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,407,450,487,521,540,590,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,273,310,348,384,423,455,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,194,210,236,256,273,291,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,158,166,172,185,230,242,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,118,138,148,152,130,166,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,88,86,91,97,123,126,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,51,56,63,63,73,87,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,31,33,35,30,32,49,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,33,34,34,40,53,60,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,10.9,11,10.6,10,9.4,8.7,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,10,10.3,10.7,10.8,10.4,9.7,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,8.9,8.9,8.8,9,8.5,8.6,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,6.6,6.7,6.8,6.6,7,7.4,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,,6,5.5,5.4,5.8,5.8,5.8,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,,7.2,6.9,6.6,6,5.8,5.9,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,,9.4,9.1,8.9,8.6,8.8,8.6,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,,9.8,10.3,10.5,11,10.7,10.3,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,,8.2,8.4,8.8,9,9.7,10,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,,6.9,6.9,6.9,7,6.9,7.2,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,,4.6,4.8,4.9,5.2,5.4,5.5,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,,3.3,3.2,3.4,3.4,3.5,3.5,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,,2.7,2.6,2.4,2.5,2.9,2.9,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,,2,2.1,2.1,2,1.7,2,
ERP_M_35,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (%),,,,1.5,1.3,1.3,1.3,1.6,1.5,
ERP_M_36,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (%),,,,0.9,0.9,0.9,0.8,0.9,1.1,
ERP_M_37,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (%),,,,0.5,0.5,0.5,0.4,0.4,0.6,
ERP_M_38,Estimated resident population - Males - year ended 30 June,Males - 85 and over (%),,,,0.6,0.5,0.5,0.5,0.7,0.7,
ERP_F_2,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (no.),,,,584,634,649,675,670,635,
ERP_F_3,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (no.),,,,590,637,696,720,803,802,
ERP_F_4,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (no.),,,,478,546,614,646,698,749,
ERP_F_5,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (no.),,,,380,413,458,497,498,549,
ERP_F_6,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (no.),,,,410,451,476,484,514,543,
ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,,493,537,573,580,604,614,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,,619,674,731,764,778,771,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,,622,702,773,852,907,949,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,,518,586,641,663,730,781,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,,380,428,482,525,544,582,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,,294,319,349,376,423,464,
ERP_F_13,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (no.),,,,181,207,238,272,312,342,
ERP_F_14,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (no.),,,,176,188,202,206,206,224,
ERP_F_15,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (no.),,,,152,160,178,198,202,213,
ERP_F_16,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (no.),,,,98,113,128,131,158,188,
ERP_F_17,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (no.),,,,54,68,69,82,97,123,
