Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,,8537,8486,8519,8494,8577,8744,
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,,1353.4,1345.3,1350.5,1346.6,1359.7,1386.2,
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,,4212,4201,4199,4201,4204,4272,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,,4325,4285,4320,4293,4373,4472,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,,43,43.6,44,44.7,44,44.1,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,,45.3,45.7,46.1,46.4,46.5,46,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,,44.2,44.7,45.2,45.6,45.3,45.1,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,,5361,5276,5285,5262,5285,5422,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,,62.8,62.2,62,61.9,61.6,62,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,,250,240,228,208,224,233,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,,247,237,239,249,250,243,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,,248,267,253,235,243,244,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,,254,241,243,234,235,268,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,,235,233,231,234,240,241,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,,216,208,206,202,215,213,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,,242,234,238,247,256,237,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,,263,263,255,235,229,236,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,,272,263,263,273,262,275,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,,337,329,317,302,278,267,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,,302,305,319,321,326,370,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,,290,292,290,305,294,268,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,,274,282,286,284,277,308,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,,231,226,241,258,262,260,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,,234,242,243,239,241,220,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,,145,167,171,185,169,191,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,,86,84,93,110,113,107,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,,86,88,83,80,90,91,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,,5.9,5.7,5.4,5,5.3,5.5,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,,5.9,5.6,5.7,5.9,5.9,5.7,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,,5.9,6.4,6,5.6,5.8,5.7,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,,6,5.7,5.8,5.6,5.6,6.3,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,,,5.6,5.5,5.5,5.6,5.7,5.6,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,,,5.1,5,4.9,4.8,5.1,5,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,,,5.7,5.6,5.7,5.9,6.1,5.5,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,,,6.2,6.3,6.1,5.6,5.4,5.5,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,,,6.5,6.3,6.3,6.5,6.2,6.4,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,,,8,7.8,7.5,7.2,6.6,6.3,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,,,7.2,7.3,7.6,7.6,7.8,8.7,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,,,6.9,7,6.9,7.3,7,6.3,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,,,6.5,6.7,6.8,6.8,6.6,7.2,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,,,5.5,5.4,5.7,6.1,6.2,6.1,
ERP_M_35,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (%),,,,,5.6,5.8,5.8,5.7,5.7,5.1,
ERP_M_36,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (%),,,,,3.4,4,4.1,4.4,4,4.5,
ERP_M_37,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (%),,,,,2,2,2.2,2.6,2.7,2.5,
ERP_M_38,Estimated resident population - Males - year ended 30 June,Males - 85 and over (%),,,,,2,2.1,2,1.9,2.1,2.1,
ERP_F_2,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (no.),,,,,228,215,214,207,212,201,
ERP_F_3,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (no.),,,,,275,259,238,234,219,229,
ERP_F_4,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (no.),,,,,218,238,263,251,267,277,
ERP_F_5,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (no.),,,,,215,210,204,214,214,220,
ERP_F_6,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (no.),,,,,143,146,150,158,176,165,
ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,,,231,222,215,209,207,214,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,,,264,259,259,252,270,299,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,,,260,250,262,271,273,283,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,,,312,298,279,269,269,284,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,,,324,326,337,324,314,314,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,,,310,318,325,334,351,350,
ERP_F_13,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (no.),,,,,320,310,315,311,309,324,
ERP_F_14,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (no.),,,,,297,287,291,283,290,286,
ERP_F_15,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (no.),,,,,268,279,281,279,278,276,
ERP_F_16,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (no.),,,,,233,243,252,262,260,261,
ERP_F_17,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (no.),,,,,150,153,163,162,197,227,
ERP_F_18,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (no.),,,,,120,116,127,124,112,111,
ERP_F_19,Estimated resident population - Females - year ended 30 June,Females - 85 and over (no.),,,,,157,156,145,149,155,151,
ERP_F_21,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (%),,,,,5.3,5,5,4.8,4.8,4.5,
ERP_F_22,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (%),,,,,6.4,6,5.5,5.5,5,5.1,
ERP_F_23,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (%),,,,,5,5.6,6.1,5.8,6.1,6.2,
ERP_F_24,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (%),,,,,5,4.9,4.7,5,4.9,4.9,
ERP_F_25,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (%),,,,,3.3,3.4,3.5,3.7,4,3.7,
ERP_F_26,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (%),,,,,5.3,5.2,5,4.9,4.7,4.8,
ERP_F_27,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (%),,,,,6.1,6,6,5.9,6.2,6.7,
ERP_F_28,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (%),,,,,6,5.8,6.1,6.3,6.2,6.3,
ERP_F_29,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (%),,,,,7.2,7,6.5,6.3,6.2,6.4,
ERP_F_30,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (%),,,,,7.5,7.6,7.8,7.5,7.2,7,
ERP_F_31,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (%),,,,,7.2,7.4,7.5,7.8,8,7.8,
ERP_F_32,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (%),,,,,7.4,7.2,7.3,7.2,7.1,7.2,
ERP_F_33,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (%),,,,,6.9,6.7,6.7,6.6,6.6,6.4,
ERP_F_34,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (%),,,,,6.2,6.5,6.5,6.5,6.4,6.2,
ERP_F_35,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (%),,,,,5.4,5.7,5.8,6.1,5.9,5.8,
ERP_F_36,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (%),,,,,3.5,3.6,3.8,3.8,4.5,5.1,
ERP_F_37,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (%),,,,,2.8,2.7,2.9,2.9,2.6,2.5,
ERP_F_38,Estimated resident population - Females - year ended 30 June,Females - 85 and over (%),,,,,3.6,3.6,3.4,3.5,3.5,3.4,
ERP_P_2,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (no.),,,,,478,455,442,415,436,434,
ERP_P_3,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (no.),,,,,522,496,477,483,469,472,
ERP_P_4,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (no.),,,,,466,505,516,486,510,521,
ERP_P_5,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (no.),,,,,469,451,447,448,449,488,
