Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,,17775,17789,17864,17807,17898,18283,
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,,2191.7,2193.4,2202.6,2195.6,2206.8,2254.3,
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,,8822,8832,8893,8850,8915,9057,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,,8953,8957,8971,8957,8983,9226,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,,35.4,35.6,35.9,36.5,36.8,36.9,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,,37.2,37.5,37.8,38.3,38.7,38.4,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,,36.3,36.6,36.9,37.4,37.8,37.7,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,,11690,11670,11663,11579,11668,11914,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,,65.8,65.6,65.3,65,65.2,65.2,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,,637,630,626,598,564,586,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,,633,633,651,679,655,638,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,,666,656,640,610,630,632,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,,581,584,596,594,599,626,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,,626,612,581,551,518,546,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,,562,578,590,567,584,590,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,,649,642,646,621,667,635,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,,643,644,667,695,677,708,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,,600,607,608,617,638,654,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,,587,582,566,558,586,577,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,,542,531,535,541,533,553,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,,526,525,537,534,533,509,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,,451,449,451,462,469,512,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,,401,389,389,387,391,388,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,,331,357,371,368,353,341,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,,200,213,229,249,266,294,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,,114,124,134,136,154,161,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,,73,76,76,83,98,107,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,,7.2,7.1,7,6.8,6.3,6.5,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,,7.2,7.2,7.3,7.7,7.3,7,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,,7.5,7.4,7.2,6.9,7.1,7,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,,6.6,6.6,6.7,6.7,6.7,6.9,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,,,7.1,6.9,6.5,6.2,5.8,6,
